address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
78 Lone Pine Ct,San Ramon,CA,94582,1550000,2998.0,4.0,4.0,4,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/78-Lone-Pine-Ct-San-Ramon-CA-94582/18449823_zpid/
6208 Main Branch Rd # 2JLWOI,San Ramon,CA,94582,816995,1808.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2102580157_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7656 Stoneleaf Rd # 41,San Ramon,CA,94582,719000,1763.0,2.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/7656-Stoneleaf-Rd-41-San-Ramon-CA-94582/89038245_zpid/
7604 Stoneleaf Rd,San Ramon,CA,94582,810000,2203.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7604-Stoneleaf-Rd-San-Ramon-CA-94582/95437939_zpid/
5373 Fioli Loop,San Ramon,CA,94582,809000,2337.0,4.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5373-Fioli-Loop-San-Ramon-CA-94582/95377996_zpid/
6139 Alpine Blue Dr # 694BBZ,San Ramon,CA,94582,956995,2172.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-694BBZ-San-Ramon-CA-94582/2097217620_zpid/
6129 Alpine Blue Dr # R6LGG2,San Ramon,CA,94582,1323995,2960.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-R6LGG2-San-Ramon-CA-94582/2094605445_zpid/
6208 Main Branch Rd # 1ADP37,San Ramon,CA,94582,1139995,2520.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6208-Main-Branch-Rd-1ADP37-San-Ramon-CA-94582/2097217741_zpid/
2002 Trefoil Rd # 2M7RDL,San Ramon,CA,94582,1039995,1983.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-2M7RDL-San-Ramon-CA-94582/2094675521_zpid/
6129 Alpine Blue Dr # TY47ZG,San Ramon,CA,94582,1364995,3137.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-TY47ZG-San-Ramon-CA-94582/2097217707_zpid/
2025 Elderberry Dr # GTXJO8,San Ramon,CA,94582,1841995,5074.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GTXJO8-San-Ramon-CA-94582/2095150063_zpid/
Prestwick Ct,San Ramon,CA,94582,NA,2300.0,3.0,2.5,11,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127029912_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6129 Alpine Blue Dr # TX0MSO,San Ramon,CA,94582,1323995,3137.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-TX0MSO-San-Ramon-CA-94582/2097217713_zpid/
2308 Cedarwood Loop,San Ramon,CA,94582,789000,1659.0,4.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/2308-Cedarwood-Loop-San-Ramon-CA-94582/68041757_zpid/
6139 Alpine Blue Dr # 4UJ8O7,San Ramon,CA,94582,956995,2175.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-4UJ8O7-San-Ramon-CA-94582/2096827516_zpid/
6139 Alpine Blue Dr # 5C4NON,San Ramon,CA,94582,959995,2152.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-5C4NON-San-Ramon-CA-94582/2096827509_zpid/
6139 Alpine Blue Dr # 5ORXCL,San Ramon,CA,94582,949995,2148.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-5ORXCL-San-Ramon-CA-94582/2096827508_zpid/
6139 Alpine Blue Dr # 5O84R7,San Ramon,CA,94582,989995,2358.0,3.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-5O84R7-San-Ramon-CA-94582/2096827510_zpid/
Lava Falls Ct,San Ramon,CA,94582,NA,2806.0,3.0,3.0,25,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/129600129_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
755 Watson Canyon Ct APT 131,San Ramon,CA,94582,508000,914.0,2.0,2.0,10,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/755-Watson-Canyon-Ct-APT-131-San-Ramon-CA-94582/18451840_zpid/
5030 Fioli Loop,San Ramon,CA,94582,789000,2140.0,4.0,4.0,16,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5030-Fioli-Loop-San-Ramon-CA-94582/111413977_zpid/
735 Lakemont Pl UNIT 8,San Ramon,CA,94582,850000,2141.0,4.0,3.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/735-Lakemont-Pl-UNIT-8-San-Ramon-CA-94582/18450668_zpid/
617 Karina Ct,San Ramon,CA,94582,1350000,3543.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/617-Karina-Ct-San-Ramon-CA-94582/67699108_zpid/
6208 Main Branch Rd # MTAAPH,San Ramon,CA,94582,865995,1819.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2102580153_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
5360 Fioli Loop,San Ramon,CA,94582,799900,2330.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/5360-Fioli-Loop-San-Ramon-CA-94582/111413181_zpid/
2006 Amaryllis Cir,San Ramon,CA,94582,830300,1659.0,4.0,3.0,24,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/2006-Amaryllis-Cir-San-Ramon-CA-94582/67698817_zpid/
2014 Poinsettia St,San Ramon,CA,94582,1029999,2217.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2014-Poinsettia-St-San-Ramon-CA-94582/2094924256_zpid/
3131 Tewksbury Way,San Ramon,CA,94582,1358000,3827.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3131-Tewksbury-Way-San-Ramon-CA-94582/68036932_zpid/
7079 Emerson Ln,San Ramon,CA,94582,1549000,4645.0,6.0,5.0,27,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7079-Emerson-Ln-San-Ramon-CA-94582/95378338_zpid/
1946 Hollyview Dr,San Ramon,CA,94582,1149900,2406.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1946-Hollyview-Dr-San-Ramon-CA-94582/68036449_zpid/
409 Silvercrown Way,San Ramon,CA,94582,1056095,1983.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/409-Silvercrown-Way-San-Ramon-CA-94582/2095232764_zpid/
2772 Paige Way,San Ramon,CA,94582,1439000,4060.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2772-Paige-Way-San-Ramon-CA-94582/72550411_zpid/
3125 Hastings Way,San Ramon,CA,94582,1329900,3317.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3125-Hastings-Way-San-Ramon-CA-94582/68040546_zpid/
7754 Stoneleaf Rd,San Ramon,CA,94582,719000,1730.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/7754-Stoneleaf-Rd-San-Ramon-CA-94582/89036581_zpid/
3067 Hastings Way,San Ramon,CA,94582,1399888,3474.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3067-Hastings-Way-San-Ramon-CA-94582/68040456_zpid/
2025 Sorrelwood Ct,San Ramon,CA,94582,1398000,2913.0,4.0,3.0,28,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2025-Sorrelwood-Ct-San-Ramon-CA-94582/18461998_zpid/
405 Ustilago Ct,San Ramon,CA,94582,1399000,2372.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/405-Ustilago-Ct-San-Ramon-CA-94582/50918971_zpid/
4125 Canyon Crest Rd W,San Ramon,CA,94582,1285000,2758.0,4.0,3.0,22,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4125-Canyon-Crest-Rd-W-San-Ramon-CA-94582/18454602_zpid/
5509 Satinleaf Way,San Ramon,CA,94582,2449000,5200.0,5.0,5.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5509-Satinleaf-Way-San-Ramon-CA-94582/68032954_zpid/
2271 Britannia Dr,San Ramon,CA,94582,1629000,4585.0,5.0,4.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2271-Britannia-Dr-San-Ramon-CA-94582/67698647_zpid/
2025 Elderberry Dr # TJY6L6,San Ramon,CA,94582,1786995,5039.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-TJY6L6-San-Ramon-CA-94582/2094605443_zpid/
Tewksbury Ct,San Ramon,CA,94582,1320000,4137.0,4.0,3.5,429,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124796334_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6208 Main Branch Rd # 1AXHOL,San Ramon,CA,94582,1161995,2808.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6208-Main-Branch-Rd-1AXHOL-San-Ramon-CA-94582/2097217740_zpid/
5521 Satinleaf Way,San Ramon,CA,94582,2180000,4578.0,4.0,5.0,115,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/5521-Satinleaf-Way-San-Ramon-CA-94582/68032951_zpid/
2017 Elderberry Dr # P8255T,San Ramon,CA,94582,1396995,3556.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2017-Elderberry-Dr-P8255T-San-Ramon-CA-94582/2096118709_zpid/
6139 Alpine Blue Dr # 68KIQL,San Ramon,CA,94582,956995,2175.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-68KIQL-San-Ramon-CA-94582/2097217607_zpid/
2017 Elderberry Dr # MX17G3,San Ramon,CA,94582,1475995,3556.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2017-Elderberry-Dr-MX17G3-San-Ramon-CA-94582/2095330211_zpid/
Wrangler Rd,San Ramon,CA,94582,1000000,2595.0,4.0,3.0,404,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123269452_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Goldenrod Ln,San Ramon,CA,94582,NA,2201.0,4.0,3.0,123,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126907753_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6208 Main Branch Rd # 0YA80N,San Ramon,CA,94582,1219995,2890.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6208-Main-Branch-Rd-0YA80N-San-Ramon-CA-94582/2097223724_zpid/
2017 Elderberry Dr # P7ICKF,San Ramon,CA,94582,1485995,3200.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2017-Elderberry-Dr-P7ICKF-San-Ramon-CA-94582/2096118704_zpid/
2025 Elderberry Dr # GUHC9M,San Ramon,CA,94582,1792995,5039.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GUHC9M-San-Ramon-CA-94582/2094860741_zpid/
Ivy Pointe Cir,San Ramon,CA,94582,771000,1904.0,4.0,2.5,122,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/122149550_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mclaren Ln,San Ramon,CA,94582,816000,1578.0,3.0,2.5,396,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126074771_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6139 Alpine Blue Dr # 680Q57,San Ramon,CA,94582,949995,2119.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-680Q57-San-Ramon-CA-94582/2097217613_zpid/
6129 Alpine Blue Dr # UFPMZW,San Ramon,CA,94582,1414995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-UFPMZW-San-Ramon-CA-94582/2095700439_zpid/
2017 Elderberry Dr # P8LXR7,San Ramon,CA,94582,1475995,3556.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2017-Elderberry-Dr-P8LXR7-San-Ramon-CA-94582/2096118703_zpid/
Ginger Ct,San Ramon,CA,94582,1290000,3189.0,4.0,3.0,88,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125443613_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Latera Ct,San Ramon,CA,94582,1060000,2494.0,4.0,3.0,599,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123541224_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2002 Trefoil Rd # 30IETP,San Ramon,CA,94582,1116995,2530.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-30IETP-San-Ramon-CA-94582/2095232756_zpid/
Bridge Creek Dr,San Ramon,CA,94582,NA,2366.0,5.0,3.0,256,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127116093_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6129 Alpine Blue Dr # RJ8Q40,San Ramon,CA,94582,1364995,3137.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-RJ8Q40-San-Ramon-CA-94582/2094605447_zpid/
Mclaren Ln,San Ramon,CA,94582,NA,1775.0,3.0,2.5,130,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128636186_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Bayporte Way,San Ramon,CA,94582,854000,1811.0,4.0,3.0,358,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/125775936_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E Lakeshore Dr,San Ramon,CA,94582,883000,2000.0,3.0,2.5,626,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/119666020_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W Lakeshore Dr,San Ramon,CA,94582,769000,1721.0,2.0,2.5,474,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/117466085_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2002 Trefoil Rd # 9NB1PP,San Ramon,CA,94582,1039995,1983.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-9NB1PP-San-Ramon-CA-94582/2097217704_zpid/
Portsmouth Ct,San Ramon,CA,94582,NA,3038.0,4.0,2.5,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126744480_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2025 Elderberry Dr # GCVX96,San Ramon,CA,94582,1841995,5299.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GCVX96-San-Ramon-CA-94582/2096118700_zpid/
Andreas Way,San Ramon,CA,94582,1210000,3296.0,4.0,3.5,326,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/124007984_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kirkstone Ct,San Ramon,CA,94582,NA,2288.0,4.0,3.0,113,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128790132_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2002 Trefoil Rd # 2LNYS7,San Ramon,CA,94582,1151995,2530.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-2LNYS7-San-Ramon-CA-94582/2094675522_zpid/
Sun Ridge Dr,San Ramon,CA,94582,NA,2570.0,4.0,3.0,288,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/126876055_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Chanterella Dr,San Ramon,CA,94582,1260000,2811.0,4.0,3.0,171,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123733232_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6129 Alpine Blue Dr # R61NUO,San Ramon,CA,94582,1364995,3137.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-R61NUO-San-Ramon-CA-94582/2094605444_zpid/
2025 Elderberry Dr # GSA5W2,San Ramon,CA,94582,1786995,5039.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GSA5W2-San-Ramon-CA-94582/2095680019_zpid/
Campanula Dr,San Ramon,CA,94582,NA,2065.0,3.0,2.0,606,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127117597_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6129 Alpine Blue Dr # RIOXIM,San Ramon,CA,94582,1414995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-RIOXIM-San-Ramon-CA-94582/2094605448_zpid/
2025 Elderberry Dr # GRQDAO,San Ramon,CA,94582,1792995,5074.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GRQDAO-San-Ramon-CA-94582/2095680018_zpid/
6129 Alpine Blue Dr # U0BED0,San Ramon,CA,94582,1414995,2960.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-U0BED0-San-Ramon-CA-94582/2095171567_zpid/
6139 Alpine Blue Dr # 69O3XD,San Ramon,CA,94582,959995,2152.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-69O3XD-San-Ramon-CA-94582/2097217612_zpid/
6139 Alpine Blue Dr # 4A6UOT,San Ramon,CA,94582,949995,2152.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-4A6UOT-San-Ramon-CA-94582/2096827512_zpid/
6129 Alpine Blue Dr # TZRLRM,San Ramon,CA,94582,1323995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-TZRLRM-San-Ramon-CA-94582/2095171563_zpid/
2002 Trefoil Rd # 9ANS1R,San Ramon,CA,94582,1116995,2333.0,4.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-9ANS1R-San-Ramon-CA-94582/2097217686_zpid/
6129 Alpine Blue Dr # TXKFE2,San Ramon,CA,94582,1414995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-TXKFE2-San-Ramon-CA-94582/2097217732_zpid/
2025 Elderberry Dr # GCC4NS,San Ramon,CA,94582,1786995,5039.0,5.0,6.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2025-Elderberry-Dr-GCC4NS-San-Ramon-CA-94582/2096118701_zpid/
6139 Alpine Blue Dr # 49N23F,San Ramon,CA,94582,989995,2172.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6139-Alpine-Blue-Dr-49N23F-San-Ramon-CA-94582/2096827519_zpid/
6129 Alpine Blue Dr # UE297Q,San Ramon,CA,94582,1364995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-UE297Q-San-Ramon-CA-94582/2095171565_zpid/
2002 Trefoil Rd # 31M00H,San Ramon,CA,94582,1151995,2384.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/2002-Trefoil-Rd-31M00H-San-Ramon-CA-94582/2095232760_zpid/
6129 Alpine Blue Dr # UEM1T4,San Ramon,CA,94582,1323995,2803.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/6129-Alpine-Blue-Dr-UEM1T4-San-Ramon-CA-94582/2095171564_zpid/
W Lakeshore Dr,San Ramon,CA,94582,NA,2114.0,3.0,3.0,51,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128912118_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6208 Main Branch Rd # VHAZY6,San Ramon,CA,94582,832995,1903.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2102580155_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
54 Shasta Ct,San Ramon,CA,94582,870000,2162.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-Shasta-Ct-San-Ramon-CA-94582/64466770_zpid/
6208 Main Branch Rd # PCTJ71,San Ramon,CA,94582,829995,1742.0,3.0,3.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2102580156_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
329 Bellflower Dr,San Ramon,CA,94582,759000,1587.0,3.0,3.0,31,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/329-Bellflower-Dr-San-Ramon-CA-94582/18456292_zpid/
515 Montrose Ct,San Ramon,CA,94582,975000,2300.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/515-Montrose-Ct-San-Ramon-CA-94582/72555206_zpid/
66 Shasta Ct,San Ramon,CA,94582,859000,2097.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/66-Shasta-Ct-San-Ramon-CA-94582/18455382_zpid/
4235 Astor Hollow St,SAN RAMON,CA,94582,1017850,2115.0,3.0,3.0,118,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4235-Astor-Hollow-St-San-Ramon-CA-94582/111413074_zpid/
Thayer Ln,San Ramon,CA,94582,1275000,3364.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/Thayer-Ln-San-Ramon-CA-94582/2135707131_zpid/
6208 Main Branch Rd # EXU40H,San Ramon,CA,94582,906995,2157.0,3.0,4.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2102580154_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1009 Sky Jasmine Way,San Ramon,CA,94582,1675000,4263.0,5.0,6.0,237,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1009-Sky-Jasmine-Way-San-Ramon-CA-94582/2096955179_zpid/
108 Canyon Green Pl,San Ramon,CA,94582,799500,2354.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/108-Canyon-Green-Pl-San-Ramon-CA-94582/18450240_zpid/
133 Lucy Ln,San Ramon,CA,94582,1098000,2620.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-Lucy-Ln-San-Ramon-CA-94582/95427851_zpid/
1109 Rosamund Dr,San Ramon,CA,94582,1498285,3583.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1109-Rosamund-Dr-San-Ramon-CA-94582/2095680022_zpid/
1101 Rosamund Dr,San Ramon,CA,94582,1577190,3619.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1101-Rosamund-Dr-San-Ramon-CA-94582/2096118713_zpid/
2511 Soren Way,San Ramon,CA,94582,775000,1885.0,3.0,3.0,40,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/2511-Soren-Way-San-Ramon-CA-94582/67705120_zpid/
100 Maidenhair Ct,San Ramon,CA,94582,849000,1606.0,3.0,3.0,49,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/100-Maidenhair-Ct-San-Ramon-CA-94582/72549305_zpid/
1132 Rosamund Dr,San Ramon,CA,94582,1440480,3313.0,4.0,5.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1132-Rosamund-Dr-San-Ramon-CA-94582/2095330208_zpid/
2048 Feathermint Dr,San Ramon,CA,94582,1698900,4673.0,6.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2048-Feathermint-Dr-San-Ramon-CA-94582/67698655_zpid/
416 Bridle Ct,San Ramon,CA,94582,1799900,4721.0,5.0,4.0,414,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/416-Bridle-Ct-San-Ramon-CA-94582/82853317_zpid/
151 Landsdowne Loop,San Ramon,CA,94582,779898,1979.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/151-Landsdowne-Loop-San-Ramon-CA-94582/68038811_zpid/
700 Roverton Ct,San Ramon,CA,94582,1485000,3472.0,5.0,4.0,37,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/700-Roverton-Ct-San-Ramon-CA-94582/68036888_zpid/
5071 Rowan Dr,San Ramon,CA,94582,994209,2150.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/5071-Rowan-Dr-San-Ramon-CA-94582/2096728242_zpid/
5061 Rowan Dr,San Ramon,CA,94582,997538,2150.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/5061-Rowan-Dr-San-Ramon-CA-94582/2097217593_zpid/
5063 Rowan Dr,San Ramon,CA,94582,954230,2055.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/5063-Rowan-Dr-San-Ramon-CA-94582/2097217606_zpid/
5079 Rowan Dr,San Ramon,CA,94582,1011710,2150.0,4.0,4.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/5079-Rowan-Dr-San-Ramon-CA-94582/2096728243_zpid/
1282 Bellingham Sq,San Ramon,CA,94582,1649000,4000.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1282-Bellingham-Sq-San-Ramon-CA-94582/61237623_zpid/
7087 Hyacinthus Ln,San Ramon,CA,94582,955479,2170.0,3.0,3.0,NA,New Construction,http://www.zillow.com/homes/for_sale//homedetails/7087-Hyacinthus-Ln-San-Ramon-CA-94582/2097217618_zpid/
